"","year","species_group_code","species_group_name","species_name","retained_or_discarded","agency_gear_code","conf_flag","catch_mt","matched_name","node"
"871",1996,"DEM1","Demersal Shelf Rockfish","rockfish, redbanded","D","BTR",0,8.51,"Demersal shelf rockfish","46"
"872",1996,"DEM1","Demersal Shelf Rockfish","rockfish, redbanded","D","HAL",0,4.03,"Demersal shelf rockfish","46"
"877",1996,"DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","D","BTR",0,6.21,"Demersal shelf rockfish","46"
"878",1996,"DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","D","HAL",0,9.38,"Demersal shelf rockfish","46"
"880",1996,"DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","R","BTR",0,16.86,"Demersal shelf rockfish","46"
"891",1996,"DFL4","Deep Water Flatfish","flatfish, deep water","D","BTR",0,278,"Deep water flatfish","42"
"892",1996,"DFL4","Deep Water Flatfish","flatfish, deep water","D","HAL",0,19.06,"Deep water flatfish","42"
"894",1996,"DFL4","Deep Water Flatfish","flatfish, deep water","R","BTR",0,234.66,"Deep water flatfish","42"
"895",1996,"DFL4","Deep Water Flatfish","flatfish, deep water","R","HAL",0,1.77,"Deep water flatfish","42"
"896",1996,"DFL4","Deep Water Flatfish","sole, dover","D","BTR",0,256.6,"Deep water flatfish","42"
"899",1996,"DFL4","Deep Water Flatfish","sole, dover","R","BTR",0,1178.48,"Deep water flatfish","42"
"904",1996,"FSOL","Flathead Sole","sole, flathead","D","BTR",0,676.65,"Flathead sole","39"
"905",1996,"FSOL","Flathead Sole","sole, flathead","D","HAL",0,0.71,"Flathead sole","39"
"908",1996,"FSOL","Flathead Sole","sole, flathead","R","BTR",0,2263.89,"Flathead sole","39"
"929",1996,"PCOD","Pacific Cod","cod, Pacific (gray)","D","BTR",0,6396.05,"Pacific cod","51"
"930",1996,"PCOD","Pacific Cod","cod, Pacific (gray)","D","HAL",0,335.47,"Pacific cod","51"
"932",1996,"PCOD","Pacific Cod","cod, Pacific (gray)","D","PTR",0,148.57,"Pacific cod","51"
"933",1996,"PCOD","Pacific Cod","cod, Pacific (gray)","R","BTR",0,38063.66,"Pacific cod","51"
"934",1996,"PCOD","Pacific Cod","cod, Pacific (gray)","R","HAL",0,9644.87,"Pacific cod","51"
"937",1996,"PCOD","Pacific Cod","cod, Pacific (gray)","R","PTR",0,803.04,"Pacific cod","51"
"944",1996,"PELS","Pelagic Shelf Rockfish","rockfish, dusky","D","BTR",0,19.99,"Pelagic shelf rockfish","47"
"951",1996,"PELS","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","D","BTR",0,219.17,"Pelagic shelf rockfish","47"
"952",1996,"PELS","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","D","HAL",0,0.96,"Pelagic shelf rockfish","47"
"955",1996,"PELS","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","R","BTR",0,1039.88,"Pelagic shelf rockfish","47"
"961",1996,"PLCK","Pollock","pollock, walleye","D","BTR",0,3494.68,"Walleye pollock","53"
"962",1996,"PLCK","Pollock","pollock, walleye","D","HAL",0,40.69,"Walleye pollock","53"
"964",1996,"PLCK","Pollock","pollock, walleye","D","PTR",0,1489.17,"Walleye pollock","53"
"965",1996,"PLCK","Pollock","pollock, walleye","R","BTR",0,3975.81,"Walleye pollock","53"
"968",1996,"PLCK","Pollock","pollock, walleye","R","PTR",0,40825.52,"Walleye pollock","53"
"969",1996,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","BTR",0,1358.97,"Pacific ocean perch","43"
"972",1996,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","BTR",0,4772.38,"Pacific ocean perch","43"
"974",1996,"REXS","Rex Sole","sole, rex","D","BTR",0,299.72,"Rex sole ","37"
"977",1996,"REXS","Rex Sole","sole, rex","R","BTR",0,5452.99,"Rex sole ","37"
"980",1996,"SABL","Sablefish","sablefish (blackcod)","D","BTR",0,450.1,"Sablefish","49"
"981",1996,"SABL","Sablefish","sablefish (blackcod)","D","HAL",0,170.07,"Sablefish","49"
"984",1996,"SABL","Sablefish","sablefish (blackcod)","R","BTR",0,1220.39,"Sablefish","49"
"985",1996,"SABL","Sablefish","sablefish (blackcod)","R","HAL",0,6459.88,"Sablefish","49"
"988",1996,"SFL1","Shallow Water Flatfish","flatfish, shallow water","D","BTR",0,491.92,"Shallow water flatfish","41"
"989",1996,"SFL1","Shallow Water Flatfish","flatfish, shallow water","D","HAL",0,1.89,"Shallow water flatfish","41"
"992",1996,"SFL1","Shallow Water Flatfish","flatfish, shallow water","R","BTR",0,412.67,"Shallow water flatfish","41"
"1001",1996,"SFL1","Shallow Water Flatfish","flounder, starry","D","BTR",0,22.13,"Shallow water flatfish","41"
"1005",1996,"SFL1","Shallow Water Flatfish","sole, English","R","BTR",0,6,"Shallow water flatfish","41"
"1008",1996,"SFL1","Shallow Water Flatfish","sole, butter","D","BTR",0,54.74,"Shallow water flatfish","41"
"1010",1996,"SFL1","Shallow Water Flatfish","sole, butter","R","BTR",0,354.82,"Shallow water flatfish","41"
"1011",1996,"SFL1","Shallow Water Flatfish","sole, rock","D","BTR",0,556.08,"Shallow water flatfish","41"
"1015",1996,"SFL1","Shallow Water Flatfish","sole, rock","R","BTR",0,5989.86,"Shallow water flatfish","41"
"1070",1997,"AMCK","Atka Mackerel","greenling, atka mackerel","D","BTR",0,50.26,"Atka mackerel","57"
"1074",1997,"AMCK","Atka Mackerel","greenling, atka mackerel","R","BTR",0,274.12,"Atka mackerel","57"
"1077",1997,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","BTR",0,11473.46,"Arrowtooth flounder","35"
"1078",1997,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","HAL",0,408.2,"Arrowtooth flounder","35"
"1081",1997,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","BTR",0,2876.62,"Arrowtooth flounder","35"
"1105",1997,"DEM1","Demersal Shelf Rockfish","rockfish, redbanded","D","BTR",0,2.36,"Demersal shelf rockfish","46"
"1106",1997,"DEM1","Demersal Shelf Rockfish","rockfish, redbanded","D","HAL",0,2.37,"Demersal shelf rockfish","46"
"1107",1997,"DEM1","Demersal Shelf Rockfish","rockfish, redbanded","R","BTR",0,5.38,"Demersal shelf rockfish","46"
"1115",1997,"DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","D","BTR",0,22.02,"Demersal shelf rockfish","46"
"1116",1997,"DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","D","HAL",0,50.44,"Demersal shelf rockfish","46"
"1118",1997,"DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","R","BTR",0,3.49,"Demersal shelf rockfish","46"
"1126",1997,"DFL4","Deep Water Flatfish","flatfish, deep water","D","BTR",0,166.68,"Deep water flatfish","42"
"1127",1997,"DFL4","Deep Water Flatfish","flatfish, deep water","D","HAL",0,13.83,"Deep water flatfish","42"
"1129",1997,"DFL4","Deep Water Flatfish","flatfish, deep water","R","BTR",0,82.82,"Deep water flatfish","42"
"1131",1997,"DFL4","Deep Water Flatfish","sole, dover","D","BTR",0,252.91,"Deep water flatfish","42"
"1134",1997,"DFL4","Deep Water Flatfish","sole, dover","R","BTR",0,2139.03,"Deep water flatfish","42"
"1136",1997,"DFL4","Deep Water Flatfish","turbot, Greenland","D","HAL",0,0.16,"Deep water flatfish","42"
"1138",1997,"DFL4","Deep Water Flatfish","turbot, Greenland","R","HAL",0,2.61,"Deep water flatfish","42"
"1140",1997,"FSOL","Flathead Sole","sole, flathead","D","BTR",0,398.23,"Flathead sole","39"
"1141",1997,"FSOL","Flathead Sole","sole, flathead","D","HAL",0,0.31,"Flathead sole","39"
"1143",1997,"FSOL","Flathead Sole","sole, flathead","D","PTR",0,13.02,"Flathead sole","39"
"1144",1997,"FSOL","Flathead Sole","sole, flathead","R","BTR",0,1884.42,"Flathead sole","39"
"1167",1997,"PCOD","Pacific Cod","cod, Pacific (gray)","D","BTR",0,3966.99,"Pacific cod","51"
"1168",1997,"PCOD","Pacific Cod","cod, Pacific (gray)","D","HAL",0,489.08,"Pacific cod","51"
"1170",1997,"PCOD","Pacific Cod","cod, Pacific (gray)","D","PTR",0,126.93,"Pacific cod","51"
"1171",1997,"PCOD","Pacific Cod","cod, Pacific (gray)","R","BTR",0,43847.91,"Pacific cod","51"
"1172",1997,"PCOD","Pacific Cod","cod, Pacific (gray)","R","HAL",0,10078.82,"Pacific cod","51"
"1175",1997,"PCOD","Pacific Cod","cod, Pacific (gray)","R","PTR",0,410.85,"Pacific cod","51"
"1176",1997,"PEL7","Pelagic Shelf Rockfish","rockfish, dusky","D","BTR",0,65.54,"Pelagic shelf rockfish","47"
"1181",1997,"PEL7","Pelagic Shelf Rockfish","rockfish, dusky","R","BTR",0,547.87,"Pelagic shelf rockfish","47"
"1186",1997,"PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","D","BTR",0,97.97,"Pelagic shelf rockfish","47"
"1187",1997,"PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","D","HAL",0,2.95,"Pelagic shelf rockfish","47"
"1190",1997,"PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","R","BTR",0,1202.61,"Pelagic shelf rockfish","47"
"1194",1997,"PLCK","Pollock","pollock, walleye","D","BTR",0,2913.47,"Walleye pollock","53"
"1195",1997,"PLCK","Pollock","pollock, walleye","D","HAL",0,23.4,"Walleye pollock","53"
"1198",1997,"PLCK","Pollock","pollock, walleye","D","PTR",0,4237.4,"Walleye pollock","53"
"1199",1997,"PLCK","Pollock","pollock, walleye","R","BTR",0,3358.79,"Walleye pollock","53"
"1203",1997,"PLCK","Pollock","pollock, walleye","R","PTR",0,73646.59,"Walleye pollock","53"
"1204",1997,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","BTR",0,1275.03,"Pacific ocean perch","43"
"1207",1997,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","PTR",0,56.89,"Pacific ocean perch","43"
"1208",1997,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","BTR",0,6689.22,"Pacific ocean perch","43"
"1212",1997,"REXS","Rex Sole","sole, rex","D","BTR",0,203.26,"Rex sole ","37"
"1213",1997,"REXS","Rex Sole","sole, rex","D","PTR",0,1.67,"Rex sole ","37"
"1214",1997,"REXS","Rex Sole","sole, rex","R","BTR",0,2897.27,"Rex sole ","37"
"1217",1997,"SABL","Sablefish","sablefish (blackcod)","D","BTR",0,361.64,"Sablefish","49"
"1218",1997,"SABL","Sablefish","sablefish (blackcod)","D","HAL",0,279.23,"Sablefish","49"
"1221",1997,"SABL","Sablefish","sablefish (blackcod)","R","BTR",0,935.59,"Sablefish","49"
"1222",1997,"SABL","Sablefish","sablefish (blackcod)","R","HAL",0,6004.47,"Sablefish","49"
"1225",1997,"SFL1","Shallow Water Flatfish","flatfish, shallow water","D","BTR",0,636.1,"Shallow water flatfish","41"
"1226",1997,"SFL1","Shallow Water Flatfish","flatfish, shallow water","D","HAL",0,12.04,"Shallow water flatfish","41"
"1228",1997,"SFL1","Shallow Water Flatfish","flatfish, shallow water","D","PTR",0,21.9,"Shallow water flatfish","41"
"1229",1997,"SFL1","Shallow Water Flatfish","flatfish, shallow water","R","BTR",0,83.29,"Shallow water flatfish","41"
"1244",1997,"SFL1","Shallow Water Flatfish","sole, English","D","BTR",0,6.96,"Shallow water flatfish","41"
"1248",1997,"SFL1","Shallow Water Flatfish","sole, butter","D","BTR",0,77.98,"Shallow water flatfish","41"
"1250",1997,"SFL1","Shallow Water Flatfish","sole, butter","R","BTR",0,366.23,"Shallow water flatfish","41"
"1253",1997,"SFL1","Shallow Water Flatfish","sole, rock","D","BTR",0,546.39,"Shallow water flatfish","41"
"1257",1997,"SFL1","Shallow Water Flatfish","sole, rock","R","BTR",0,4882.64,"Shallow water flatfish","41"
"1260",1997,"SFL1","Shallow Water Flatfish","sole, sand","D","BTR",0,36.57,"Shallow water flatfish","41"
"1319",1998,"AMCK","Atka Mackerel","greenling, atka mackerel","D","NPT",0,164.35,"Atka mackerel","57"
"1322",1998,"AMCK","Atka Mackerel","greenling, atka mackerel","R","NPT",0,152.38,"Atka mackerel","57"
"1324",1998,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","HAL",0,470.75,"Arrowtooth flounder","35"
"1325",1998,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","NPT",0,9927.01,"Arrowtooth flounder","35"
"1328",1998,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","HAL",0,0.44,"Arrowtooth flounder","35"
"1329",1998,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","NPT",0,1978.99,"Arrowtooth flounder","35"
"1344",1998,"DEM1","Demersal Shelf Rockfish","rockfish, redbanded","D","NPT",0,6.63,"Demersal shelf rockfish","46"
"1346",1998,"DEM1","Demersal Shelf Rockfish","rockfish, redbanded","R","NPT",0,6.31,"Demersal shelf rockfish","46"
"1351",1998,"DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","D","NPT",0,9.06,"Demersal shelf rockfish","46"
"1353",1998,"DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","R","NPT",0,5.22,"Demersal shelf rockfish","46"
"1359",1998,"DFL4","Deep Water Flatfish","flatfish, deep water","D","HAL",0,16.48,"Deep water flatfish","42"
"1360",1998,"DFL4","Deep Water Flatfish","flatfish, deep water","D","NPT",0,73.05,"Deep water flatfish","42"
"1361",1998,"DFL4","Deep Water Flatfish","flatfish, deep water","R","HAL",0,2.31,"Deep water flatfish","42"
"1362",1998,"DFL4","Deep Water Flatfish","flatfish, deep water","R","NPT",0,48.31,"Deep water flatfish","42"
"1363",1998,"DFL4","Deep Water Flatfish","sole, dover","D","HAL",0,2.26,"Deep water flatfish","42"
"1364",1998,"DFL4","Deep Water Flatfish","sole, dover","D","NPT",0,106.8,"Deep water flatfish","42"
"1366",1998,"DFL4","Deep Water Flatfish","sole, dover","R","NPT",0,1505.3,"Deep water flatfish","42"
"1372",1998,"FSOL","Flathead Sole","sole, flathead","D","HAL",0,23.21,"Flathead sole","39"
"1373",1998,"FSOL","Flathead Sole","sole, flathead","D","NPT",0,254.18,"Flathead sole","39"
"1377",1998,"FSOL","Flathead Sole","sole, flathead","R","NPT",0,1315.66,"Flathead sole","39"
"1397",1998,"PCOD","Pacific Cod","cod, Pacific (gray)","D","HAL",0,234.52,"Pacific cod","51"
"1398",1998,"PCOD","Pacific Cod","cod, Pacific (gray)","D","NPT",0,1353.62,"Pacific cod","51"
"1401",1998,"PCOD","Pacific Cod","cod, Pacific (gray)","R","HAL",0,9310.19,"Pacific cod","51"
"1403",1998,"PCOD","Pacific Cod","cod, Pacific (gray)","R","NPT",0,39320.62,"Pacific cod","51"
"1406",1998,"PEL7","Pelagic Shelf Rockfish","rockfish, dusky","D","NPT",0,25.46,"Pelagic shelf rockfish","47"
"1409",1998,"PEL7","Pelagic Shelf Rockfish","rockfish, dusky","R","NPT",0,963.8,"Pelagic shelf rockfish","47"
"1412",1998,"PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","D","HAL",0,16.02,"Pelagic shelf rockfish","47"
"1413",1998,"PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","D","NPT",0,105.58,"Pelagic shelf rockfish","47"
"1417",1998,"PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","R","NPT",0,1177.55,"Pelagic shelf rockfish","47"
"1424",1998,"PLCK","Pollock","pollock, walleye","D","HAL",0,6.66,"Walleye pollock","53"
"1425",1998,"PLCK","Pollock","pollock, walleye","D","NPT",0,545.55,"Walleye pollock","53"
"1427",1998,"PLCK","Pollock","pollock, walleye","D","PTR",0,792.13,"Walleye pollock","53"
"1428",1998,"PLCK","Pollock","pollock, walleye","R","HAL",0,58.12,"Walleye pollock","53"
"1430",1998,"PLCK","Pollock","pollock, walleye","R","NPT",0,4025.92,"Walleye pollock","53"
"1433",1998,"POPA","Pacific Ocean Perch","perch, Pacific ocean","D","NPT",0,1213.53,"Pacific ocean perch","43"
"1437",1998,"POPA","Pacific Ocean Perch","perch, Pacific ocean","R","NPT",0,5506.92,"Pacific ocean perch","43"
"1440",1998,"REXS","Rex Sole","sole, rex","D","NPT",0,72.34,"Rex sole ","37"
"1442",1998,"REXS","Rex Sole","sole, rex","R","NPT",0,2551.24,"Rex sole ","37"
"1444",1998,"SABL","Sablefish","sablefish (blackcod)","D","HAL",0,285.2,"Sablefish","49"
"1445",1998,"SABL","Sablefish","sablefish (blackcod)","D","NPT",0,311.71,"Sablefish","49"
"1447",1998,"SABL","Sablefish","sablefish (blackcod)","R","HAL",0,5772.49,"Sablefish","49"
"1449",1998,"SABL","Sablefish","sablefish (blackcod)","R","NPT",0,872.4,"Sablefish","49"
"1451",1998,"SFL1","Shallow Water Flatfish","flatfish, shallow water","D","HAL",0,6.04,"Shallow water flatfish","41"
"1452",1998,"SFL1","Shallow Water Flatfish","flatfish, shallow water","D","NPT",0,508.12,"Shallow water flatfish","41"
"1456",1998,"SFL1","Shallow Water Flatfish","flatfish, shallow water","R","NPT",0,33.29,"Shallow water flatfish","41"
"1465",1998,"SFL1","Shallow Water Flatfish","sole, English","D","NPT",0,3.95,"Shallow water flatfish","41"
"1468",1998,"SFL1","Shallow Water Flatfish","sole, butter","D","NPT",0,7.64,"Shallow water flatfish","41"
"1469",1998,"SFL1","Shallow Water Flatfish","sole, butter","R","NPT",0,169.96,"Shallow water flatfish","41"
"1473",1998,"SFL1","Shallow Water Flatfish","sole, rock","D","NPT",0,35.99,"Shallow water flatfish","41"
"1475",1998,"SFL1","Shallow Water Flatfish","sole, rock","R","NPT",0,2409.32,"Shallow water flatfish","41"
"1528",1999,"AMCK","Atka Mackerel","greenling, atka mackerel","D","HAL",0,0.03,"Atka mackerel","57"
"1529",1999,"AMCK","Atka Mackerel","greenling, atka mackerel","D","NPT",0,33.82,"Atka mackerel","57"
"1530",1999,"AMCK","Atka Mackerel","greenling, atka mackerel","D","POT",0,0.23,"Atka mackerel","57"
"1532",1999,"AMCK","Atka Mackerel","greenling, atka mackerel","R","NPT",0,109.2,"Atka mackerel","57"
"1534",1999,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","HAL",0,1014.34,"Arrowtooth flounder","35"
"1535",1999,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","NPT",0,10118.84,"Arrowtooth flounder","35"
"1536",1999,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","D","POT",0,9.38,"Arrowtooth flounder","35"
"1539",1999,"ARTH","Arrowtooth Flounder","flounder, arrowtooth","R","NPT",0,3506.67,"Arrowtooth flounder","35"
"1562",1999,"DEM1","Demersal Shelf Rockfish","rockfish, redbanded","D","NPT",0,6.15,"Demersal shelf rockfish","46"
"1565",1999,"DEM1","Demersal Shelf Rockfish","rockfish, redbanded","R","NPT",0,6.8,"Demersal shelf rockfish","46"
"1570",1999,"DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","D","HAL",0,3.56,"Demersal shelf rockfish","46"
"1571",1999,"DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","D","NPT",0,13.86,"Demersal shelf rockfish","46"
"1573",1999,"DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","R","HAL",0,4.38,"Demersal shelf rockfish","46"
"1574",1999,"DEM1","Demersal Shelf Rockfish","rockfish, unspecified demersal","R","NPT",0,25.36,"Demersal shelf rockfish","46"
"1582",1999,"DFL4","Deep Water Flatfish","flatfish, deep water","D","HAL",0,14.64,"Deep water flatfish","42"
"1583",1999,"DFL4","Deep Water Flatfish","flatfish, deep water","D","NPT",0,309.84,"Deep water flatfish","42"
"1585",1999,"DFL4","Deep Water Flatfish","flatfish, deep water","R","HAL",0,0.34,"Deep water flatfish","42"
"1586",1999,"DFL4","Deep Water Flatfish","flatfish, deep water","R","NPT",0,106.22,"Deep water flatfish","42"
"1587",1999,"DFL4","Deep Water Flatfish","sole, dover","D","HAL",0,0.67,"Deep water flatfish","42"
"1588",1999,"DFL4","Deep Water Flatfish","sole, dover","D","NPT",0,117.87,"Deep water flatfish","42"
"1589",1999,"DFL4","Deep Water Flatfish","sole, dover","R","NPT",0,1328.19,"Deep water flatfish","42"
"1592",1999,"DFL4","Deep Water Flatfish","turbot, Greenland","R","HAL",0,5.69,"Deep water flatfish","42"
"1596",1999,"FSOL","Flathead Sole","sole, flathead","D","HAL",0,27.57,"Flathead sole","39"
"1597",1999,"FSOL","Flathead Sole","sole, flathead","D","NPT",0,278.63,"Flathead sole","39"
"1601",1999,"FSOL","Flathead Sole","sole, flathead","R","NPT",0,495.21,"Flathead sole","39"
"1660",1999,"PCOD","Pacific Cod","cod, Pacific (gray)","D","HAL",0,250.69,"Pacific cod","51"
"1661",1999,"PCOD","Pacific Cod","cod, Pacific (gray)","D","NPT",0,1007.54,"Pacific cod","51"
"1664",1999,"PCOD","Pacific Cod","cod, Pacific (gray)","R","HAL",0,11618.52,"Pacific cod","51"
"1666",1999,"PCOD","Pacific Cod","cod, Pacific (gray)","R","NPT",0,34934.68,"Pacific cod","51"
"1668",1999,"PCOD","Pacific Cod","cod, Pacific (gray)","R","POT",0,18453.24,"Pacific cod","51"
"1671",1999,"PEL7","Pelagic Shelf Rockfish","rockfish, dusky","D","NPT",0,31.02,"Pelagic shelf rockfish","47"
"1674",1999,"PEL7","Pelagic Shelf Rockfish","rockfish, dusky","R","NPT",0,1899.18,"Pelagic shelf rockfish","47"
"1676",1999,"PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","D","HAL",0,5.94,"Pelagic shelf rockfish","47"
"1677",1999,"PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","D","NPT",0,371.38,"Pelagic shelf rockfish","47"
"1678",1999,"PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","D","POT",0,1.61,"Pelagic shelf rockfish","47"
"1681",1999,"PEL7","Pelagic Shelf Rockfish","rockfish, unspecified pelagic","R","NPT",0,1432.69,"Pelagic shelf rockfish","47"
